,brand,model,biz30day,total_sold_price,submarket,target_score,sku
30,joyoung/九阳, L3-C1,8.0,752.0,{'3': '全自动'},,"{'产品功能': '榨汁\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '1-3人', '颜色分类': '白色'}"
31,bear/小熊,QSJ-B02X5,5979.0,977828.25,"{'4': '婴儿辅食', '5': '小容量'}","{'功能': {'冰糖': 0.0, '刀柱': 1.0, '切肉': 1.0, '功率': 1.0, '南瓜': 3.0, '双刀': 18.0, '图案': 1.0, '土豆': 1.0, '大米': 1.0, '小米': 2.0, '山药': 3.0, '搅碎': 2.0, '效率': 1.0, '果汁': 7.0, '果蔬': 1.0, '核桃': 1.0, '榨汁': 2.0, '橙汁': 1.0, '水果': 5.0, '猪肉': 1.0, '玉米': -1.0, '生熟': 3.0, '生肉': 1.0, '用途': 1.0, '瘦肉': 2.0, '米粉': 1.0, '米粒': 4.0, '米糊': 11.0, '糊状': 3.0, '紫米': 5.0, '紫薯': 2.0, '绞肉': 49.0, '肉末': 4.0, '肉松': 2.0, '肉肉': 2.0, '肉馅': 5.0, '芒果': 0.0, '苹果': 6.0, '莲藕': -1.0, '菜叶': 0.0, '菜泥': 5.0, '萝卜': 1.0, '蔬菜': 3.0, '豆沙': 1.0, '转数': -1.0, '转速': 2.0, '辅食': 26.0, '食材': 3.0, '食物': 14.0, '饭菜': 1.0, '饺子': 1.0, '香肠': 4.0, '香蕉': -2.0, '鸡肉': 0.0, '土豆泥': 6.0, '地瓜粥': 1.0, '小米粥': 1.0, '很给力': 1.0, '果蔬汁': 1.0, '榨汁机': 1.0, '水果汁': 2.0, '玉米糊': 1.0, '研磨机': 1.0, '粉碎机': 1.0, '红萝卜': 2.0, '红豆沙': 2.0, '绞肉机': 1.0, '肉丸子': 1.0, '胡萝卜': 6.0, '芝麻酱': 1.0, '苹果汁': 1.0, '苹果泥': 21.0, '蔬菜汁': 1.0, '蔬菜泥': 4.0, '西兰花': 2.0, '西瓜汁': 1.0, '西红柿': 2.0, '速度快': 2.0, '饺子馅': 1.0, '香蕉泥': 7.0, '一段时间': 2.0, '省时省力': 2.0, '蔬菜水果': 0.0}, '服务': {'亲们': 2.0, '信用': -1.0, '包装': 165.0, '卖家': 25.0, '口碑': 1.0, '好评': 7.0, '客服': 45.0, '店家': 3.0, '店铺': 3.0, '态度': 74.0, '果泥': 21.0, '淘宝': 1.0, '箱子': 0.0, '米兰': 4.0, '米雪': 6.0, '纸箱': 0.0, '包装盒': -1.0, '包装箱': -1.0, '外包装': 1.0, '产品包装': 1.0, '售后服务': 3.0, '有问必答': 3.0, '服务态度': 84.0, '热情周到': 1.0, '积极响应': 1.0}, '款式': {'个子': 3.0, '体积': 2.0, '分量': -1.0, '塑料': 1.0, '外型': 1.0, '外形': 11.0, '外表': 1.0, '大小': 31.0, '手感': 9.0, '机身': 5.0, '样式': 4.0, '款式': 2.0, '神器': 1.0, '粉色': 1.0, '色差': 1.0, '颜值': 63.0, '颜色': 83.0, '黄色': 1.0, '黑色': 1.0, '很漂亮': 12.0, '淡绿色': 2.0, '外观设计': 3.0}, '质量': {'刀头': 13.0, '刀子': 3.0, '原理': 1.0, '商品': 2.0, '噪声': 1.0, '噪音': 12.0, '声音': -35.0, '宝物': 0.0, '实物': 12.0, '寿命': 1.0, '工程': 1.0, '很沉': 3.0, '性能': -1.0, '把手': 1.0, '挺好': 88.0, '气味': -1.0, '烂烂': 1.0, '环保': 2.0, '玻璃': 88.0, '用料': 3.0, '盖子': -1.0, '碎成': 1.0, '粗细': 1.0, '肚子': 1.0, '语法': 1.0, '质量': 365.0, '顾虑': 1.0, '黏性': -1.0, '不锈钢': 1.0, '安全性': 1.0, '实用性': 3.0, '密封条': 1.0, '寿命长': 1.0, '汽油味': 1.0, '玻璃碗': 5.0, '玻璃缸': 1.0, '耐用性': -1.0, '耐高温': 2.0, '颗粒状': 1.0, '使用寿命': 1.0, '大赞大赞': 1.0, '玻璃器皿': 1.0}}","{'产品功能': '榨汁\xa0切菜\xa0制奶昔\xa0绞肉', '适用人数': '1-3人', '颜色分类': '绿色'}"
32,kaiso/凯索,8800,5.0,498.0,{'2': '大容量'},{'功能': {'功率': -1.0}},"{'产品功能': '榨汁 绞肉 碎冰 搅拌 打蛋 制奶昔 绞肉', '适用人数': '4-5人', '颜色分类': '香槟金'}"
33,blendtec,DESIGNER 625,2.0,11998.0,{'3': '全自动'},"{'服务': {'赠品': 1.0}, '质量': {'声音': 1.0}}","{'产品功能': '榨汁 碎冰', '适用人数': '5人及以上', '颜色分类': '白色'}"
34,aca/北美电器,AF-OR01,139.0,13761.0,"{'4': '婴儿辅食', '5': '小容量'}","{'功能': {'功率': 2.0, '果汁': 6.0, '果肉': 1.0, '榨汁': 5.0, '水果': 0.0, '渣渣': -1.0, '燕窝': 1.0, '米糊': 1.0, '苹果': 0.0, '豆浆': 1.0, '香蕉': 1.0, '果汁机': 5.0, '榨汁机': 7.0, '水果汁': 1.0, '芒果汁': 1.0, '过滤网': 1.0, '制作方法': 1.0}, '服务': {'信誉': 1.0, '包装': 17.0, '客服': 3.0, '态度': 3.0, '果泥': 2.0, '外包装': 1.0, '服务态度': 3.0}, '款式': {'塑料': -1.0, '外形': 2.0, '大小': 2.0, '机身': 1.0, '款式': 1.0, '紫色': 4.0, '颜值': 0.0, '颜色': 4.0}, '质量': {'刀头': 2.0, '商品': 1.0, '噪音': 2.0, '声音': 4.0, '实物': 1.0, '开关': -1.0, '性能': -1.0, '挺好': 10.0, '挺棒': 1.0, '浮沫': 1.0, '环保': 1.0, '箭头': 2.0, '质量': 39.0}}","{'产品功能': '榨汁\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '1-3人', '颜色分类': '熏衣紫'}"
35,bosch/博世,MFZ4050,4.0,960.0,{'7': '手持'},,"{'产品功能': '混合', '适用人数': '1-3人', '颜色分类': '开发票MQ300 开发票MQ325'}"
36,clara,MST-PBJ-V30,5.0,2795.0,{'4': '婴儿辅食'},"{'服务': {'卖家': 1.0}, '质量': {'声音': 2.0}}","{'产品功能': '榨汁 碎冰 干磨 搅拌 混合', '适用人数': '1-3人', '颜色分类': '红色'}"
37,kambrook,搅拌机,11.0,3289.0,{'4': '婴儿辅食'},{'功能': {'榨汁机': 1.0}},"{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 打蛋 制奶昔 混合 绞肉', '适用人数': '4-5人', '颜色分类': '银色'}"
38,climax/客来美,HA-3093,2.0,318.0,"{'4': '婴儿辅食', '7': '手持'}",,"{'产品功能': '搅拌\xa0和面\xa0打蛋\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '1-3人', '颜色分类': '黑色'}"
39,minimei,HMM-203,11.0,1859.0,"{'4': '婴儿辅食', '7': '手持'}",{'服务': {'包装': -1.0}},"{'产品功能': '榨汁 绞肉 碎冰 搅拌 打蛋 制奶昔 绞肉', '适用人数': '1-3人', '颜色分类': '紫色'}"
40,amoi/夏新,TL-GB990,1.0,699.0,"{'3': '全自动', '4': '婴儿辅食'}",,"{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔', '适用人数': '4-5人', '颜色分类': '红色'}"
41,kenwood/建伍,CH580,2.0,716.0,{'4': '婴儿辅食'},,"{'产品功能': '切菜 绞肉 碎冰 搅拌 混合', '适用人数': '1-3人', '颜色分类': '银色'}"
42,kenwood/建伍,HDP306WH,1.0,649.0,{'4': '婴儿辅食'},,"{'产品功能': '榨汁\xa0绞肉\xa0搅拌\xa0打蛋\xa0混合', '适用人数': '5人及以上', '颜色分类': '灰色'}"
43,kenwood/建伍,HDP404WH,14.0,13440.0,{'4': '婴儿辅食'},,"{'产品功能': '切菜\xa0绞肉\xa0搅拌\xa0打蛋\xa0制奶昔', '适用人数': '1-3人', '颜色分类': '白色'}"
44,aunt mary/玛莉阿姨,HL-1898,908.0,274804.0,"{'3': '全自动', '4': '婴儿辅食', '6': '智能'}",,"{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉', '适用人数': '5人及以上', '颜色分类': '红色'}"
45,kenwood/建伍,KM336,23.0,45977.0,{'3': '全自动'},,"{'产品功能': '搅拌\xa0和面\xa0打蛋\xa0混合', '适用人数': '4-5人', '颜色分类': '白色'}"
46,kenwood/建伍,SMP060,19.0,8334.0,{'5': '小容量'},,"{'产品功能': '榨汁 干磨 搅拌 制奶昔', '适用人数': '1-3人', '颜色分类': '白色'}"
47,kitchenaid,5QT 原装盆,1.0,144.0,{'7': '手持'},,"{'产品功能': '榨汁 切菜 绞肉 搅拌 打蛋 制奶昔 绞肉', '适用人数': '1-3人', '颜色分类': 'C012(三杯） C16D(一杯） C16V(三杯）'}"
48,joyoung/九阳, JYL-C012,8661.0,1104524.0,"{'3': '全自动', '4': '婴儿辅食', '5': '小容量'}","{'功能': {'一块': 1.0, '两用': 1.0, '丸子': 2.0, '内胆': 1.0, '冰棍': 1.0, '冰糖': 1.0, '出汁': 3.0, '刀座': 1.0, '切肉': -1.0, '剁肉': 0.0, '功率': 15.0, '大蒜': 1.0, '大虾': 1.0, '小米': 0.0, '干粉': 1.0, '手机': -2.0, '扭开': 2.0, '搅碎': 1.0, '效率': 3.0, '早餐': 1.0, '松饼': 1.0, '果昔': 1.0, '果汁': 110.0, '果肉': 7.0, '果菜': -1.0, '果蔬': 1.0, '果酱': 1.0, '枣泥': 1.0, '核桃': 0.0, '桂皮': -1.0, '梨汁': 7.0, '榨汁': 37.0, '橙子': 1.0, '橙汁': 5.0, '水果': 18.0, '汤水': 1.0, '海椒': 0.0, '滤渣': 1.0, '燕麦': 0.0, '用具': 1.0, '用途': 12.0, '瘦肉': 1.0, '白花': 1.0, '碎肉': 0.0, '米粉': 4.0, '米糊': 11.0, '粉末': 1.0, '红枣': -1.0, '纤维': 1.0, '绞肉': 64.0, '美食': 1.0, '肉块': 1.0, '肉末': 5.0, '肉松': 6.0, '肉肉': 0.0, '肉馅': 5.0, '芒果': 1.0, '芝麻': 2.0, '花椒': 1.0, '花生': 1.0, '苹果': 1.0, '茯苓': 0.0, '草莓': 1.0, '菜汁': 1.0, '菜泥': 1.0, '蒜末': 1.0, '蔬果': 1.0, '蔬菜': 2.0, '虾皮': 0.0, '西瓜': 1.0, '设备': 2.0, '豆浆': 35.0, '豆渣': 3.0, '豆粉': 1.0, '转数': 4.0, '转速': 12.0, '辅食': 33.0, '银鱼': 0.0, '食材': 0.0, '食物': 5.0, '饺子': -1.0, '香瓜': 1.0, '香蕉': 2.0, '鸡肉': -2.0, '鸡蛋': 1.0, '不方便': 2.0, '功能性': 3.0, '孜然粉': 1.0, '小帮手': 1.0, '很给力': 10.0, '果汁机': 10.0, '榨汁机': 65.0, '水果汁': 5.0, '清晰度': 1.0, '电子版': 1.0, '粉碎机': 1.0, '红豆泥': 2.0, '绞肉机': 4.0, '肉丸子': 1.0, '肉圆子': 1.0, '胡萝卜': 3.0, '芒果汁': 2.0, '芝麻酱': 2.0, '芹菜汁': -1.0, '苹果汁': 17.0, '苹果泥': 8.0, '蔬菜汁': 2.0, '蔬菜泥': 3.0, '薏仁粉': 1.0, '西瓜汁': 18.0, '西红柿': 1.0, '辣椒面': 1.0, '过滤网': 3.0, '速度快': 8.0, '香蕉泥': 1.0, '黑芝麻': 1.0, '一段时间': 2.0, '制作方法': 1.0, '机器运行': 1.0, '省时省力': 1.0, '胡萝卜汁': 2.0}, '服务': {'专柜': 1.0, '买家': 2.0, '五星': 3.0, '京东': 1.0, '亲们': 7.0, '保装': -1.0, '信誉': 0.0, '包装': 195.0, '包裹': 1.0, '卖家': 82.0, '发票': 4.0, '备件': 2.0, '太阳': 1.0, '好评': 125.0, '妹子': 1.0, '客户': 4.0, '客服': 222.0, '差评': -12.0, '店主': 2.0, '店家': 21.0, '店铺': 5.0, '态度': 228.0, '换货': -1.0, '果泥': 20.0, '淘宝': 2.0, '箱子': -5.0, '纸箱': -2.0, '联保': 1.0, '虾米': 0.0, '赠品': 4.0, '包装盒': -1.0, '包装箱': -3.0, '外包装': 0.0, '实体店': 15.0, '小飞侠': 1.0, '掌柜的': 1.0, '讲信用': -1.0, '说明书': 3.0, '产品包装': 0.0, '售后服务': 9.0, '客户服务': -1.0, '有问必答': 4.0, '服务态度': 259.0, '问题解答': 1.0}, '款式': {'体积': 3.0, '分量': 3.0, '塑料': 4.0, '外型': 3.0, '外形': 10.0, '外表': 3.0, '大小': 16.0, '容积': 1.0, '手感': 1.0, '按键': 1.0, '摆设': 1.0, '机身': 2.0, '样式': 4.0, '档位': 2.0, '款式': 6.0, '白色': 1.0, '粉色': 5.0, '颜值': 4.0, '颜色': 32.0, '外观上': 1.0, '容量大': 4.0, '很漂亮': 11.0, '外观设计': 4.0}, '质量': {'刀头': 20.0, '包转': 1.0, '压着': 1.0, '原理': 1.0, '吸盘': 3.0, '商品': 15.0, '嗓音': 1.0, '噪声': 6.0, '噪音': 119.0, '塑胶': -1.0, '声响': 1.0, '声音': 982.0, '太次': -1.0, '好坏': 1.0, '宝物': 0.0, '实物': 9.0, '寿命': 2.0, '工艺': 1.0, '底座': 7.0, '开关': 8.0, '异味': 4.0, '很沉': 1.0, '很甜': 1.0, '很稳': 4.0, '性能': 4.0, '成品': 0.0, '扣好': 2.0, '挺好': 231.0, '料子': 1.0, '杂声': 0.0, '杂音': 0.0, '杯盖': -1.0, '气味': 2.0, '浓度': 1.0, '滤网': 4.0, '焦味': 0.0, '燥音': 3.0, '物件': 2.0, '物美': 2.0, '环保': 1.0, '瑕疵': 2.0, '用料': 2.0, '电源': 1.0, '电线': 2.0, '盖子': -2.0, '硬度': -1.0, '糊味': -1.0, '细粒': 1.0, '罐子': 1.0, '肚子': -1.0, '芡实': 0.0, '货色': 1.0, '质量': 811.0, '道具': 2.0, '间隙': 1.0, '零件': 2.0, '香香': 1.0, '齿轮': 1.0, '刀座卡': 1.0, '塑料味': -2.0, '塑料杯': -2.0, '安全性': 3.0, '实用性': 8.0, '朋友们': 2.0, '电源线': 0.0, '磨时间': -1.0, '试一下': 1.0, '销售量': 1.0, '使用寿命': 1.0, '安全措施': 1.0, '安全系数': 1.0, '常见问题': 1.0}}","{'产品功能': '榨汁 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '1-3人', '颜色分类': 'C012(三杯） C16D(一杯） C16V(三杯）'}"
49,dark horse/黑马,KM-699,8.0,3672.0,{'3': '全自动'},"{'功能': {'豆浆': 1.0}, '质量': {'声音': -1.0, '质量': 2.0}}","{'产品功能': '榨汁\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '5人及以上', '颜色分类': '香槟金'}"
50,joyoung/九阳, JYL-C022,2762.0,528005.0,{'4': '婴儿辅食'},"{'功能': {'丸子': 1.0, '冰糖': 0.0, '出汁': 2.0, '刀座': 2.0, '刀锋': 2.0, '功率': 5.0, '效率': -1.0, '机型': 1.0, '果汁': 37.0, '果酱': 1.0, '核桃': 0.0, '梨汁': 1.0, '榨汁': 18.0, '橘子': 1.0, '水果': 2.0, '渣渣': 0.0, '牛肉': -1.0, '用途': 4.0, '碎冰': -1.0, '碎肉': 1.0, '碾磨': 1.0, '米粉': 1.0, '米糊': 4.0, '粉末': 1.0, '粗粮': 0.0, '粳米': 0.0, '糊状': 1.0, '糍粑': 0.0, '绞肉': 31.0, '肉末': 1.0, '肉肉': 1.0, '肉质': 3.0, '肉馅': 5.0, '芒果': 0.0, '芝麻': 1.0, '苹果': 2.0, '菜汁': 1.0, '虾皮': 0.0, '西瓜': 0.0, '设备': 1.0, '豆子': 1.0, '豆汁': -1.0, '豆浆': 10.0, '豆渣': 2.0, '豆粉': 1.0, '转数': 2.0, '转速': 5.0, '辅食': 4.0, '风味': 1.0, '食物': 4.0, '饺子': 1.0, '香蕉': 1.0, '八宝粥': 0.0, '养乐多': 1.0, '功能性': 2.0, '土豆泥': 1.0, '小米粥': 1.0, '很给力': 2.0, '指示灯': 1.0, '果汁机': 2.0, '果蔬汁': 1.0, '榨汁机': 18.0, '牛肉馅': 1.0, '猪肉馅': 1.0, '糯米粉': 1.0, '绞肉机': -1.0, '花生粉': 1.0, '芹菜汁': 1.0, '苹果汁': 8.0, '苹果泥': 9.0, '菠萝汁': 1.0, '蔬菜汁': 1.0, '西瓜汁': 5.0, '辣椒面': 1.0, '过滤器': 1.0, '过滤网': -2.0, '速度快': 10.0, '黄瓜汁': 1.0, '黑芝麻': 0.0, '一段时间': 1.0, '基本功能': 1.0, '胡萝卜汁': 2.0}, '服务': {'亲们': 2.0, '信誉': 1.0, '包装': 84.0, '卖家': 10.0, '发票': 3.0, '口碑': 1.0, '嘉嘉': 1.0, '天猫': 1.0, '好评': 65.0, '客户': 1.0, '客服': 34.0, '差评': -5.0, '店家': 5.0, '态度': 52.0, '换货': -1.0, '果泥': 5.0, '淘宝': 1.0, '盒子': 0.0, '箱子': -1.0, '纸箱': -2.0, '联保': 1.0, '芊芊': 1.0, '诗诗': 2.0, '配货': 1.0, '包装盒': -2.0, '外包装': 0.0, '实体店': 4.0, '老客户': 1.0, '说明书': -3.0, '产品包装': 1.0, '售后服务': 2.0, '服务态度': 51.0}, '款式': {'体积': 1.0, '分量': -2.0, '印象': -1.0, '塑料': -2.0, '外型': 1.0, '外形': 3.0, '外表': 3.0, '大小': 4.0, '手感': -1.0, '按键': 0.0, '机身': 1.0, '样式': 1.0, '款式': 2.0, '颜值': 3.0, '颜色': 2.0, '很漂亮': 5.0, '外观设计': 1.0}, '质量': {'二宝': -1.0, '刀头': 2.0, '刀子': 1.0, '刮痕': 1.0, '吸盘': 7.0, '商品': 8.0, '器皿': 1.0, '噪声': 6.0, '噪音': 111.0, '声响': 1.0, '声音': 765.0, '实物': 2.0, '寿命': 0.0, '工艺': 1.0, '底座': 1.0, '很稳': 0.0, '性能': -1.0, '成品': 1.0, '把手': -2.0, '挺好': 106.0, '插座': 1.0, '杂音': 1.0, '气味': 3.0, '滤网': -1.0, '火花': 1.0, '焦味': 2.0, '燥音': 0.0, '物美': 1.0, '瑕疵': -2.0, '用料': 0.0, '电线': 2.0, '盖子': -1.0, '糊味': -2.0, '细点': 1.0, '胶体': -1.0, '质量': 278.0, '零件': -1.0, '音质': -1.0, '马达': 1.0, '塑料件': 1.0, '塑料味': 1.0, '塑料杯': -1.0, '好评率': 0.0, '实物图': 1.0, '实用性': 2.0, '电源线': 1.0, '磨时间': -1.0, '试一下': 1.0, '马达很': 1.0, '使用寿命': 2.0}}","{'产品功能': '绞肉\xa0碎冰\xa0干磨\xa0搅拌', '适用人数': '2-4人', '颜色分类': '白色'}"
51,krobell/康贝尔,6288,2.0,436.0,{'4': '婴儿辅食'},,"{'产品功能': '搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人', '颜色分类': '白色'}"
52,bamix,M200,41.0,73444.0,{'7': '手持'},"{'服务': {'包装': 2.0, '服务态度': 1.0}, '款式': {}, '质量': {'质量': 1.0}}","{'产品功能': '绞肉 搅拌 和面 打蛋 制奶昔 混合 绞肉', '适用人数': '5人及以上', '颜色分类': '红色'}"
53,bamix,UNOLD ESGE,4.0,6639.8,{'7': '手持'},{'质量': {'质量': 1.0}},"{'产品功能': '榨汁\xa0搅拌', '适用人数': '4-5人', '颜色分类': '黑色'}"
54,barsone/朋森,BS-05L01,3.0,6297.0,"{'3': '全自动', '4': '婴儿辅食', '8': '静音'}","{'功能': {'五谷杂粮': 1.0}, '质量': {'声音': 1.0, '用料': 1.0}}","{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0打蛋\xa0制奶昔\xa0混合\xa0切丝 切片', '适用人数': '4-5人', '颜色分类': '红色'}"
55,1号宝贝,OUYOU0011,96.0,6604.8,{'4': '婴儿辅食'},"{'功能': {'一块': -1.0, '便携': 1.0, '刀锋': 1.0, '果汁': 3.0, '用途': 2.0, '绞肉': 2.0, '肉馅': 3.0, '绞肉机': 2.0, '省时省力': 1.0}, '服务': {'包装': 17.0, '卖家': 1.0, '好评': 2.0, '态度': 4.0, '果泥': 3.0, '外包装': 1.0, '服务态度': 10.0}, '款式': {'塑料': 1.0, '外形': 2.0, '外表': 1.0, '大小': 1.0, '颜值': 1.0, '颜色': 8.0, '外观美': 1.0, '很漂亮': 1.0}, '质量': {'厨房': 1.0, '商品': 2.0, '噪声': -1.0, '噪音': 2.0, '声音': -8.0, '实物': 1.0, '挺好': 14.0, '质量': 79.0, '实用性': 1.0, '玻璃碗': 1.0}}","{'产品功能': '切菜 搅拌', '适用人数': '1-3人', '颜色分类': '粉色'}"
56,aca/北美电器,55522,1.0,94.8,"{'3': '全自动', '5': '小容量'}",,"{'产品功能': '搅拌 和面 打蛋 混合', '适用人数': '5人及以上', '颜色分类': '尚友堂奶昔榨汁机（单杯） 尚友堂奶昔榨汁机（双杯） 尚友堂榨汁机4台批发价（单杯） 尚友堂榨汁机8台批发价（单杯）'}"
57,aca/北美电器,AHM-S300,17.0,3383.0,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'功率': 1.0}, '服务': {'包装': 2.0, '果泥': 1.0, '外包装': 1.0}, '质量': {'声音': 1.0, '质量': 1.0}}","{'产品功能': '绞肉\xa0搅拌\xa0打蛋\xa0制奶昔\xa0切丝 切片', '适用人数': '4-5人', '颜色分类': '银色'}"
58,philips/飞利浦, HR1672,6.0,4614.0,"{'4': '婴儿辅食', '7': '手持'}",,"{'产品功能': '绞肉 碎冰 搅拌 绞肉 切丝 切片', '适用人数': '4-5人', '颜色分类': '黑色'}"
59,ashton/阿诗顿,BL-175,319.0,631620.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'破壁': 1.0, '蔬菜汁': 1.0}, '服务': {'包装': 9.0, '卖家': 1.0, '店铺': 1.0, '态度': 4.0, '服务态度': 7.0}, '款式': {'颜值': 1.0}, '质量': {'底座': 1.0, '质量': 14.0}}","{'产品功能': '榨汁 绞肉 碎冰 干磨 制奶昔', '适用人数': '4-5人', '颜色分类': 'L18-Y68双杯 L18-Y68双杯+干磨杯'}"
60,aunt mary/玛莉阿姨,HL-1888,292.0,107748.0,"{'3': '全自动', '4': '婴儿辅食'}",,"{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉', '适用人数': '5人及以上', '颜色分类': '红色'}"
61,aux/奥克斯,HX-390,72.0,6488.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'果汁': 1.0, '水果': 1.0, '绞肉': 1.0}, '服务': {'包装': 1.0, '卖家': 1.0, '服务态度': 1.0}, '质量': {'噪音': -1.0, '声音': 7.0, '质量': 4.0}}","{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '1-4人', '颜色分类': '双刀三杯 特价清仓数量有限'}"
62,philips/飞利浦, HR1673,1.0,658.0,{'7': '手持'},,"{'产品功能': '绞肉\xa0搅拌\xa0打蛋', '适用人数': '5人及以上', '颜色分类': '黑色'}"
63,aux/奥克斯,HX-401G,16.0,1583.8,{'4': '婴儿辅食'},"{'功能': {'功率': 1.0, '果汁': 1.0, '榨汁': 1.0, '奇异果': -1.0}, '服务': {'客服': 1.0, '店家': 2.0, '态度': 1.0, '服务态度': 1.0}, '款式': {'款式': 2.0}, '质量': {'厨房': 1.0, '声音': 3.0, '质量': 4.0}}","{'产品功能': '豆浆\xa0干磨\xa0搅拌', '适用人数': '1-4人', '颜色分类': '橙色'}"
64,aux/奥克斯,HX-FS01,4.0,1136.0,"{'4': '婴儿辅食', '5': '小容量'}",,"{'产品功能': '榨汁\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '5人及以上', '颜色分类': '黄色'}"
65,bamix,G200 350,125.0,159875.0,{'4': '婴儿辅食'},"{'服务': {'包装': 1.0, '卖家': 1.0, '客服': 1.0, '店家': 1.0, '服务态度': -1.0}, '款式': {'机身': -1.0}, '质量': {'声音': -1.0, '质量': 0.0}}","{'产品功能': '绞肉 搅拌 和面 打蛋 制奶昔 混合 绞肉', '适用人数': '1-3人', '颜色分类': '紫色'}"
66,bamix,G200 G350,257.0,318185.03,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {}, '服务': {'包装': 1.0, '店家': 1.0, '态度': 2.0}, '款式': {'分量': 1.0}, '质量': {'噪音': -1.0, '挺好': 1.0, '质量': 2.0}}","{'产品功能': '切菜\xa0搅拌\xa0打蛋\xa0制奶昔', '适用人数': '1-3人', '颜色分类': '红色'}"
67,bear/小熊,LLJ-A05H1,11.0,1578.0,"{'3': '全自动', '5': '小容量'}","{'功能': {'榨汁机': 1.0}, '服务': {'五星': 1.0}, '质量': {'声音': 0.0, '清洗液': 1.0}}","{'产品功能': '榨汁\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '1-3人', '颜色分类': '绿色'}"
68,philips/飞利浦, HR2056/00,1.0,178.0,{'4': '婴儿辅食'},,"{'产品功能': '榨汁 碎冰 搅拌 制奶昔', '适用人数': '1-3人', '颜色分类': '粉色 紫色'}"
69,bear/小熊,LLJ-A12A1,281.0,56439.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'人性': -1.0, '出汁': 2.0, '功率': 3.0, '大米': 0.0, '太笨': -1.0, '小米': 1.0, '干粉': 1.0, '果汁': 4.0, '榨汁': 4.0, '橙汁': 1.0, '水果': 0.0, '用途': 1.0, '碎肉': 1.0, '米粉': 1.0, '米糊': 1.0, '绞肉': 5.0, '肉馅': 1.0, '苹果': 1.0, '蔬菜': 1.0, '虾皮': 0.0, '豆浆': 0.0, '豆渣': 0.0, '豆粉': 1.0, '转速': 1.0, '土豆泥': 1.0, '果汁机': 2.0, '绞肉机': 1.0, '苹果汁': -1.0, '苹果泥': 1.0, '西瓜汁': 1.0, '辣椒面': 1.0, '过滤网': 3.0, '黄豆粉': 1.0}, '服务': {'买家': 1.0, '信誉': -2.0, '包装': 37.0, '卖家': 7.0, '客户': 1.0, '客服': 23.0, '差评': 0.0, '态度': 20.0, '怪兽': 1.0, '赠品': 0.0, '保修单': 1.0, '老客户': 1.0, '说明书': 0.0, '售后服务': 3.0, '服务态度': 21.0}, '款式': {'体型': 1.0, '分量': 1.0, '印象': 1.0, '塑料': 2.0, '外型': 1.0, '手感': 6.0, '易洗': 1.0, '机身': 2.0, '款式': 2.0, '色彩': 1.0, '颜色': 1.0, '很漂亮': 1.0, '外观设计': 1.0}, '质量': {'商品': 2.0, '噪声': 1.0, '噪音': 16.0, '声音': 69.0, '好货': 1.0, '底座': 1.0, '性能': 1.0, '挺厚': -1.0, '挺好': 17.0, '气味': 1.0, '污渍': -1.0, '玻璃': 70.0, '用料': 1.0, '盖子': 3.0, '稠度': 1.0, '质量': 125.0, '塑料件': 1.0, '塑料味': -2.0, '安全性': 1.0, '密封圈': 1.0, '机器声': -1.0}}","{'产品功能': '榨汁\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '5人及以上', '颜色分类': '咖啡色'}"
70,bear/小熊,LLJ-B08D1,13.0,1807.0,{'4': '婴儿辅食'},{'质量': {'声音': 2.0}},"{'产品功能': '豆浆\xa0榨汁\xa0干磨\xa0搅拌\xa0混合\xa0绞肉', '适用人数': '1-5人', '颜色分类': '紫色'}"
